"","ldf_num","exposures","label","known","condition","speechCost","pointCost","partnersExposure"
"199",29,4,"kreeb",TRUE,"80_50",20,50,0.5
"200",29,4,"gazzer",TRUE,"80_50",20,50,0.5
"201",29,1,"fep",FALSE,"80_50",20,50,0.5
"202",29,1,"blicket",TRUE,"80_50",20,50,0.5
"203",29,1,"dax",FALSE,"80_50",20,50,0.5
"204",29,2,"wug",FALSE,"80_50",20,50,0.5
"205",29,2,"kiv",TRUE,"80_50",20,50,0.5
"206",29,2,"manu",FALSE,"80_50",20,50,0.5
"207",29,4,"toma",TRUE,"80_50",20,50,0.5
"208",30,2,"dax",TRUE,"80_50",20,50,2
"209",30,1,"wug",FALSE,"80_50",20,50,2
"210",30,2,"kiv",TRUE,"80_50",20,50,2
"211",30,1,"gazzer",FALSE,"80_50",20,50,2
"212",30,4,"fep",TRUE,"80_50",20,50,2
"213",30,4,"manu",TRUE,"80_50",20,50,2
"214",30,1,"toma",FALSE,"80_50",20,50,2
"215",30,2,"kreeb",TRUE,"80_50",20,50,2
"216",30,4,"blicket",TRUE,"80_50",20,50,2
"217",31,4,"toma",TRUE,"100_30",0,70,0
"218",31,1,"wug",FALSE,"100_30",0,70,0
"219",31,4,"manu",TRUE,"100_30",0,70,0
"220",31,1,"blicket",TRUE,"100_30",0,70,0
"221",31,2,"gazzer",FALSE,"100_30",0,70,0
"222",31,2,"kiv",TRUE,"100_30",0,70,0
"223",31,2,"kreeb",TRUE,"100_30",0,70,0
"224",31,4,"dax",TRUE,"100_30",0,70,0
"225",31,1,"fep",FALSE,"100_30",0,70,0
"226",33,2,"kreeb",TRUE,"80_50",20,50,0.5
"227",33,2,"kiv",TRUE,"80_50",20,50,0.5
"228",33,1,"fep",FALSE,"80_50",20,50,0.5
"229",33,4,"dax",TRUE,"80_50",20,50,0.5
"230",33,4,"manu",TRUE,"80_50",20,50,0.5
"231",33,1,"wug",FALSE,"80_50",20,50,0.5
"232",33,4,"gazzer",TRUE,"80_50",20,50,0.5
"233",33,2,"blicket",TRUE,"80_50",20,50,0.5
"234",33,1,"toma",FALSE,"80_50",20,50,0.5
"235",34,4,"toma",TRUE,"80_50",20,50,2
"236",34,2,"manu",TRUE,"80_50",20,50,2
"237",34,4,"kreeb",TRUE,"80_50",20,50,2
"238",34,2,"kiv",TRUE,"80_50",20,50,2
"239",34,2,"wug",TRUE,"80_50",20,50,2
"240",34,1,"gazzer",TRUE,"80_50",20,50,2
"241",34,4,"fep",TRUE,"80_50",20,50,2
"242",34,1,"blicket",TRUE,"80_50",20,50,2
"243",34,1,"dax",TRUE,"80_50",20,50,2
"244",35,1,"toma",FALSE,"80_50",20,50,0.5
"245",35,2,"fep",TRUE,"80_50",20,50,0.5
"246",35,4,"wug",TRUE,"80_50",20,50,0.5
"247",35,1,"kreeb",FALSE,"80_50",20,50,0.5
"248",35,1,"manu",FALSE,"80_50",20,50,0.5
"249",35,4,"blicket",TRUE,"80_50",20,50,0.5
"250",35,2,"dax",FALSE,"80_50",20,50,0.5
"251",35,2,"kiv",FALSE,"80_50",20,50,0.5
"252",35,4,"gazzer",TRUE,"80_50",20,50,0.5
"253",36,1,"fep",TRUE,"80_50",20,50,2
"254",36,2,"toma",TRUE,"80_50",20,50,2
"255",36,4,"blicket",TRUE,"80_50",20,50,2
"256",36,1,"kreeb",TRUE,"80_50",20,50,2
"257",36,4,"dax",TRUE,"80_50",20,50,2
"258",36,2,"kiv",TRUE,"80_50",20,50,2
"259",36,2,"gazzer",TRUE,"80_50",20,50,2
"260",36,1,"wug",TRUE,"80_50",20,50,2
"261",36,4,"manu",TRUE,"80_50",20,50,2
"262",38,2,"manu",TRUE,"100_30",0,70,0
"263",38,4,"wug",TRUE,"100_30",0,70,0
"264",38,4,"kreeb",TRUE,"100_30",0,70,0
"265",38,2,"dax",TRUE,"100_30",0,70,0
"266",38,4,"toma",TRUE,"100_30",0,70,0
"267",38,1,"fep",TRUE,"100_30",0,70,0
"268",38,1,"kiv",TRUE,"100_30",0,70,0
"269",38,1,"gazzer",FALSE,"100_30",0,70,0
"270",38,2,"blicket",TRUE,"100_30",0,70,0
"271",39,4,"kreeb",TRUE,"80_50",20,50,0
"272",39,1,"gazzer",TRUE,"80_50",20,50,0
"273",39,1,"dax",TRUE,"80_50",20,50,0
"274",39,4,"blicket",TRUE,"80_50",20,50,0
"275",39,2,"fep",TRUE,"80_50",20,50,0
"276",39,4,"kiv",TRUE,"80_50",20,50,0
"277",39,2,"toma",TRUE,"80_50",20,50,0
"278",39,1,"wug",TRUE,"80_50",20,50,0
"279",39,2,"manu",FALSE,"80_50",20,50,0
"280",40,1,"kiv",FALSE,"100_30",0,70,2
"281",40,4,"manu",TRUE,"100_30",0,70,2
"282",40,1,"wug",FALSE,"100_30",0,70,2
"283",40,4,"dax",TRUE,"100_30",0,70,2
"284",40,2,"gazzer",FALSE,"100_30",0,70,2
"285",40,2,"kreeb",TRUE,"100_30",0,70,2
"286",40,4,"toma",TRUE,"100_30",0,70,2
"287",40,2,"fep",TRUE,"100_30",0,70,2
"288",40,1,"blicket",FALSE,"100_30",0,70,2
"289",41,2,"kiv",TRUE,"100_30",0,70,0.5
"290",41,1,"gazzer",TRUE,"100_30",0,70,0.5
"291",41,2,"dax",TRUE,"100_30",0,70,0.5
"292",41,4,"wug",TRUE,"100_30",0,70,0.5
"293",41,1,"kreeb",TRUE,"100_30",0,70,0.5
"294",41,1,"manu",TRUE,"100_30",0,70,0.5
"295",41,2,"fep",TRUE,"100_30",0,70,0.5
"296",41,4,"toma",TRUE,"100_30",0,70,0.5
"297",41,4,"blicket",TRUE,"100_30",0,70,0.5
"298",42,2,"wug",FALSE,"80_50",20,50,0.5
"299",42,1,"kiv",FALSE,"80_50",20,50,0.5
"300",42,2,"fep",TRUE,"80_50",20,50,0.5
"301",42,4,"toma",TRUE,"80_50",20,50,0.5
"302",42,4,"blicket",TRUE,"80_50",20,50,0.5
"303",42,1,"kreeb",FALSE,"80_50",20,50,0.5
"304",42,2,"gazzer",FALSE,"80_50",20,50,0.5
"305",42,1,"dax",FALSE,"80_50",20,50,0.5
"306",42,4,"manu",TRUE,"80_50",20,50,0.5
"307",44,4,"kiv",TRUE,"100_30",0,70,0
"308",44,2,"blicket",TRUE,"100_30",0,70,0
"309",44,1,"wug",TRUE,"100_30",0,70,0
"310",44,1,"gazzer",TRUE,"100_30",0,70,0
"311",44,2,"kreeb",TRUE,"100_30",0,70,0
"312",44,4,"fep",TRUE,"100_30",0,70,0
"313",44,4,"toma",TRUE,"100_30",0,70,0
"314",44,1,"dax",TRUE,"100_30",0,70,0
"315",44,2,"manu",TRUE,"100_30",0,70,0
"316",45,4,"blicket",TRUE,"100_30",0,70,0.5
"317",45,4,"toma",TRUE,"100_30",0,70,0.5
"318",45,2,"kreeb",TRUE,"100_30",0,70,0.5
"319",45,1,"dax",FALSE,"100_30",0,70,0.5
"320",45,2,"gazzer",TRUE,"100_30",0,70,0.5
"321",45,2,"fep",FALSE,"100_30",0,70,0.5
"322",45,1,"manu",FALSE,"100_30",0,70,0.5
"323",45,4,"wug",FALSE,"100_30",0,70,0.5
"324",45,1,"kiv",FALSE,"100_30",0,70,0.5
"325",46,4,"fep",TRUE,"80_50",20,50,2
"326",46,1,"gazzer",FALSE,"80_50",20,50,2
"327",46,2,"toma",TRUE,"80_50",20,50,2
"328",46,2,"kreeb",TRUE,"80_50",20,50,2
"329",46,2,"dax",TRUE,"80_50",20,50,2
"330",46,4,"manu",TRUE,"80_50",20,50,2
"331",46,4,"blicket",TRUE,"80_50",20,50,2
"332",46,1,"kiv",FALSE,"80_50",20,50,2
"333",46,1,"wug",FALSE,"80_50",20,50,2
"334",47,2,"blicket",TRUE,"80_50",20,50,2
"335",47,4,"toma",TRUE,"80_50",20,50,2
"336",47,1,"dax",FALSE,"80_50",20,50,2
"337",47,4,"kiv",TRUE,"80_50",20,50,2
"338",47,2,"gazzer",FALSE,"80_50",20,50,2
"339",47,1,"kreeb",FALSE,"80_50",20,50,2
"340",47,1,"wug",FALSE,"80_50",20,50,2
"341",47,4,"manu",TRUE,"80_50",20,50,2
"342",47,2,"fep",TRUE,"80_50",20,50,2
"343",48,1,"blicket",FALSE,"80_50",20,50,0.5
"344",48,2,"wug",FALSE,"80_50",20,50,0.5
"345",48,2,"kiv",TRUE,"80_50",20,50,0.5
"346",48,4,"kreeb",TRUE,"80_50",20,50,0.5
"347",48,1,"fep",FALSE,"80_50",20,50,0.5
"348",48,2,"manu",FALSE,"80_50",20,50,0.5
"349",48,1,"gazzer",FALSE,"80_50",20,50,0.5
"350",48,4,"toma",TRUE,"80_50",20,50,0.5
"351",48,4,"dax",TRUE,"80_50",20,50,0.5
"352",49,4,"dax",TRUE,"80_50",20,50,0
"353",49,1,"manu",TRUE,"80_50",20,50,0
"354",49,2,"kreeb",TRUE,"80_50",20,50,0
"355",49,4,"fep",TRUE,"80_50",20,50,0
"356",49,2,"kiv",TRUE,"80_50",20,50,0
"357",49,1,"blicket",TRUE,"80_50",20,50,0
"358",49,4,"gazzer",TRUE,"80_50",20,50,0
"359",49,2,"wug",TRUE,"80_50",20,50,0
"360",49,1,"toma",TRUE,"80_50",20,50,0
"361",50,1,"fep",TRUE,"100_30",0,70,2
"362",50,4,"toma",TRUE,"100_30",0,70,2
"363",50,2,"wug",TRUE,"100_30",0,70,2
"364",50,4,"kreeb",TRUE,"100_30",0,70,2
"365",50,2,"dax",TRUE,"100_30",0,70,2
"366",50,1,"gazzer",TRUE,"100_30",0,70,2
"367",50,1,"manu",FALSE,"100_30",0,70,2
"368",50,2,"kiv",TRUE,"100_30",0,70,2
"369",50,4,"blicket",TRUE,"100_30",0,70,2
"370",52,2,"kiv",TRUE,"100_30",0,70,0.5
"371",52,4,"wug",TRUE,"100_30",0,70,0.5
"372",52,4,"toma",TRUE,"100_30",0,70,0.5
"373",52,2,"kreeb",FALSE,"100_30",0,70,0.5
"374",52,1,"gazzer",TRUE,"100_30",0,70,0.5
"375",52,2,"blicket",FALSE,"100_30",0,70,0.5
"376",52,4,"dax",TRUE,"100_30",0,70,0.5
"377",52,1,"fep",FALSE,"100_30",0,70,0.5
"378",52,1,"manu",TRUE,"100_30",0,70,0.5
"379",53,2,"fep",TRUE,"100_30",0,70,0
"380",53,2,"wug",TRUE,"100_30",0,70,0
"381",53,4,"gazzer",TRUE,"100_30",0,70,0
"382",53,1,"kreeb",TRUE,"100_30",0,70,0
"383",53,2,"dax",TRUE,"100_30",0,70,0
"384",53,4,"blicket",TRUE,"100_30",0,70,0
"385",53,1,"toma",TRUE,"100_30",0,70,0
"386",53,4,"kiv",TRUE,"100_30",0,70,0
"387",53,1,"manu",TRUE,"100_30",0,70,0
"388",54,4,"kreeb",TRUE,"80_50",20,50,0.5
"389",54,2,"manu",TRUE,"80_50",20,50,0.5
"390",54,1,"gazzer",TRUE,"80_50",20,50,0.5
"391",54,4,"dax",TRUE,"80_50",20,50,0.5
"392",54,1,"wug",FALSE,"80_50",20,50,0.5
"393",54,2,"blicket",TRUE,"80_50",20,50,0.5
"394",54,4,"toma",FALSE,"80_50",20,50,0.5
"395",54,1,"fep",FALSE,"80_50",20,50,0.5
"396",54,2,"kiv",TRUE,"80_50",20,50,0.5
"397",55,4,"kiv",TRUE,"100_30",0,70,2
"398",55,1,"blicket",TRUE,"100_30",0,70,2
"399",55,2,"kreeb",TRUE,"100_30",0,70,2
"400",55,2,"wug",TRUE,"100_30",0,70,2
"401",55,1,"dax",TRUE,"100_30",0,70,2
"402",55,1,"gazzer",FALSE,"100_30",0,70,2
"403",55,4,"fep",TRUE,"100_30",0,70,2
"404",55,2,"toma",TRUE,"100_30",0,70,2
"405",55,4,"manu",TRUE,"100_30",0,70,2
"406",56,2,"wug",TRUE,"100_30",0,70,2
"407",56,4,"manu",TRUE,"100_30",0,70,2
"408",56,2,"fep",FALSE,"100_30",0,70,2
"409",56,1,"gazzer",FALSE,"100_30",0,70,2
"410",56,4,"kreeb",TRUE,"100_30",0,70,2
"411",56,1,"blicket",FALSE,"100_30",0,70,2
"412",56,4,"toma",TRUE,"100_30",0,70,2
"413",56,2,"dax",TRUE,"100_30",0,70,2
"414",56,1,"kiv",FALSE,"100_30",0,70,2
"415",57,2,"kiv",TRUE,"100_30",0,70,0.5
"416",57,2,"dax",FALSE,"100_30",0,70,0.5
"417",57,1,"gazzer",FALSE,"100_30",0,70,0.5
"418",57,1,"fep",FALSE,"100_30",0,70,0.5
"419",57,4,"kreeb",TRUE,"100_30",0,70,0.5
"420",57,2,"wug",FALSE,"100_30",0,70,0.5
"421",57,4,"toma",TRUE,"100_30",0,70,0.5
"422",57,4,"manu",TRUE,"100_30",0,70,0.5
"423",57,1,"blicket",FALSE,"100_30",0,70,0.5
"424",58,1,"toma",TRUE,"100_30",0,70,2
"425",58,4,"blicket",TRUE,"100_30",0,70,2
"426",58,4,"kreeb",TRUE,"100_30",0,70,2
"427",58,1,"gazzer",TRUE,"100_30",0,70,2
"428",58,2,"dax",TRUE,"100_30",0,70,2
"429",58,2,"wug",TRUE,"100_30",0,70,2
"430",58,2,"kiv",TRUE,"100_30",0,70,2
"431",58,1,"fep",TRUE,"100_30",0,70,2
"432",58,4,"manu",TRUE,"100_30",0,70,2
"433",59,4,"kiv",TRUE,"80_50",20,50,2
"434",59,1,"gazzer",TRUE,"80_50",20,50,2
"435",59,4,"dax",TRUE,"80_50",20,50,2
"436",59,4,"blicket",TRUE,"80_50",20,50,2
"437",59,2,"toma",TRUE,"80_50",20,50,2
"438",59,2,"fep",TRUE,"80_50",20,50,2
"439",59,1,"manu",TRUE,"80_50",20,50,2
"440",59,1,"wug",FALSE,"80_50",20,50,2
"441",59,2,"kreeb",TRUE,"80_50",20,50,2
"442",60,1,"gazzer",TRUE,"100_30",0,70,0.5
"443",60,4,"fep",TRUE,"100_30",0,70,0.5
"444",60,4,"dax",TRUE,"100_30",0,70,0.5
"445",60,2,"manu",TRUE,"100_30",0,70,0.5
"446",60,1,"kreeb",TRUE,"100_30",0,70,0.5
"447",60,1,"blicket",TRUE,"100_30",0,70,0.5
"448",60,2,"toma",TRUE,"100_30",0,70,0.5
"449",60,4,"kiv",TRUE,"100_30",0,70,0.5
"450",60,2,"wug",TRUE,"100_30",0,70,0.5
"451",61,1,"gazzer",TRUE,"80_50",20,50,0.5
"452",61,1,"blicket",TRUE,"80_50",20,50,0.5
"453",61,4,"dax",TRUE,"80_50",20,50,0.5
"454",61,2,"toma",TRUE,"80_50",20,50,0.5
"455",61,2,"fep",TRUE,"80_50",20,50,0.5
"456",61,2,"wug",TRUE,"80_50",20,50,0.5
"457",61,4,"manu",TRUE,"80_50",20,50,0.5
"458",61,4,"kreeb",TRUE,"80_50",20,50,0.5
"459",61,1,"kiv",TRUE,"80_50",20,50,0.5
"460",63,2,"wug",TRUE,"80_50",20,50,2
"461",63,4,"toma",TRUE,"80_50",20,50,2
"462",63,1,"fep",TRUE,"80_50",20,50,2
"463",63,1,"kreeb",TRUE,"80_50",20,50,2
"464",63,2,"manu",TRUE,"80_50",20,50,2
"465",63,4,"gazzer",TRUE,"80_50",20,50,2
"466",63,1,"kiv",FALSE,"80_50",20,50,2
"467",63,4,"dax",TRUE,"80_50",20,50,2
"468",63,2,"blicket",TRUE,"80_50",20,50,2
"469",64,2,"gazzer",TRUE,"80_50",20,50,0
"470",64,4,"kreeb",TRUE,"80_50",20,50,0
"471",64,1,"dax",TRUE,"80_50",20,50,0
"472",64,2,"manu",TRUE,"80_50",20,50,0
"473",64,4,"fep",TRUE,"80_50",20,50,0
"474",64,4,"toma",TRUE,"80_50",20,50,0
"475",64,1,"kiv",TRUE,"80_50",20,50,0
"476",64,2,"blicket",FALSE,"80_50",20,50,0
"477",64,1,"wug",FALSE,"80_50",20,50,0
"478",65,1,"kreeb",FALSE,"80_50",20,50,0.5
"479",65,2,"blicket",TRUE,"80_50",20,50,0.5
"480",65,2,"gazzer",TRUE,"80_50",20,50,0.5
"481",65,1,"fep",FALSE,"80_50",20,50,0.5
"482",65,4,"dax",TRUE,"80_50",20,50,0.5
"483",65,2,"manu",FALSE,"80_50",20,50,0.5
"484",65,4,"toma",TRUE,"80_50",20,50,0.5
"485",65,1,"kiv",FALSE,"80_50",20,50,0.5
"486",65,4,"wug",TRUE,"80_50",20,50,0.5
"487",67,4,"manu",TRUE,"80_50",20,50,0.5
"488",67,4,"toma",FALSE,"80_50",20,50,0.5
