"","ldf_num","exposures","label","known","condition","speechCost","pointCost","partnersExposure"
"489",67,1,"gazzer",FALSE,"80_50",20,50,0.5
"490",67,4,"blicket",TRUE,"80_50",20,50,0.5
"491",67,2,"fep",TRUE,"80_50",20,50,0.5
"492",67,2,"kiv",TRUE,"80_50",20,50,0.5
"493",67,2,"kreeb",FALSE,"80_50",20,50,0.5
"494",67,1,"wug",FALSE,"80_50",20,50,0.5
"495",67,1,"dax",FALSE,"80_50",20,50,0.5
"496",68,4,"kreeb",TRUE,"100_30",0,70,0.5
"497",68,4,"wug",FALSE,"100_30",0,70,0.5
"498",68,2,"toma",FALSE,"100_30",0,70,0.5
"499",68,2,"manu",FALSE,"100_30",0,70,0.5
"500",68,1,"kiv",FALSE,"100_30",0,70,0.5
"501",68,1,"fep",TRUE,"100_30",0,70,0.5
"502",68,1,"gazzer",FALSE,"100_30",0,70,0.5
"503",68,2,"blicket",FALSE,"100_30",0,70,0.5
"504",68,4,"dax",FALSE,"100_30",0,70,0.5
"505",69,2,"toma",FALSE,"80_50",20,50,0.5
"506",69,4,"wug",TRUE,"80_50",20,50,0.5
"507",69,1,"kreeb",TRUE,"80_50",20,50,0.5
"508",69,2,"gazzer",TRUE,"80_50",20,50,0.5
"509",69,2,"manu",TRUE,"80_50",20,50,0.5
"510",69,1,"fep",TRUE,"80_50",20,50,0.5
"511",69,1,"blicket",TRUE,"80_50",20,50,0.5
"512",69,4,"dax",TRUE,"80_50",20,50,0.5
"513",69,4,"kiv",TRUE,"80_50",20,50,0.5
"514",70,4,"blicket",TRUE,"80_50",20,50,0
"515",70,4,"gazzer",TRUE,"80_50",20,50,0
"516",70,2,"dax",TRUE,"80_50",20,50,0
"517",70,1,"kiv",FALSE,"80_50",20,50,0
"518",70,1,"manu",TRUE,"80_50",20,50,0
"519",70,4,"toma",TRUE,"80_50",20,50,0
"520",70,2,"kreeb",TRUE,"80_50",20,50,0
"521",70,1,"fep",FALSE,"80_50",20,50,0
"522",70,2,"wug",TRUE,"80_50",20,50,0
"523",71,2,"fep",TRUE,"80_50",20,50,0
"524",71,1,"gazzer",TRUE,"80_50",20,50,0
"525",71,1,"wug",TRUE,"80_50",20,50,0
"526",71,4,"dax",TRUE,"80_50",20,50,0
"527",71,1,"blicket",TRUE,"80_50",20,50,0
"528",71,2,"kreeb",TRUE,"80_50",20,50,0
"529",71,4,"kiv",TRUE,"80_50",20,50,0
"530",71,2,"toma",TRUE,"80_50",20,50,0
"531",71,4,"manu",TRUE,"80_50",20,50,0
"532",72,2,"blicket",TRUE,"100_30",0,70,2
"533",72,1,"gazzer",FALSE,"100_30",0,70,2
"534",72,2,"manu",FALSE,"100_30",0,70,2
"535",72,4,"toma",TRUE,"100_30",0,70,2
"536",72,4,"fep",TRUE,"100_30",0,70,2
"537",72,1,"kiv",FALSE,"100_30",0,70,2
"538",72,1,"dax",TRUE,"100_30",0,70,2
"539",72,4,"kreeb",FALSE,"100_30",0,70,2
"540",72,2,"wug",TRUE,"100_30",0,70,2
"541",73,1,"fep",TRUE,"80_50",20,50,0
"542",73,2,"gazzer",TRUE,"80_50",20,50,0
"543",73,2,"toma",TRUE,"80_50",20,50,0
"544",73,4,"dax",TRUE,"80_50",20,50,0
"545",73,1,"blicket",TRUE,"80_50",20,50,0
"546",73,1,"kiv",FALSE,"80_50",20,50,0
"547",73,2,"kreeb",TRUE,"80_50",20,50,0
"548",73,4,"manu",TRUE,"80_50",20,50,0
"549",73,4,"wug",TRUE,"80_50",20,50,0
"550",74,4,"blicket",TRUE,"100_30",0,70,2
"551",74,2,"kreeb",TRUE,"100_30",0,70,2
"552",74,1,"manu",FALSE,"100_30",0,70,2
"553",74,1,"wug",FALSE,"100_30",0,70,2
"554",74,2,"fep",TRUE,"100_30",0,70,2
"555",74,4,"gazzer",TRUE,"100_30",0,70,2
"556",74,2,"toma",FALSE,"100_30",0,70,2
"557",74,4,"dax",FALSE,"100_30",0,70,2
"558",74,1,"kiv",FALSE,"100_30",0,70,2
"559",75,2,"gazzer",TRUE,"100_30",0,70,2
"560",75,1,"blicket",TRUE,"100_30",0,70,2
"561",75,2,"kreeb",TRUE,"100_30",0,70,2
"562",75,1,"fep",TRUE,"100_30",0,70,2
"563",75,4,"toma",TRUE,"100_30",0,70,2
"564",75,2,"dax",TRUE,"100_30",0,70,2
"565",75,4,"wug",TRUE,"100_30",0,70,2
"566",75,1,"kiv",TRUE,"100_30",0,70,2
"567",75,4,"manu",TRUE,"100_30",0,70,2
"568",76,4,"kreeb",TRUE,"80_50",20,50,2
"569",76,4,"fep",TRUE,"80_50",20,50,2
"570",76,1,"dax",FALSE,"80_50",20,50,2
"571",76,4,"blicket",TRUE,"80_50",20,50,2
"572",76,2,"manu",TRUE,"80_50",20,50,2
"573",76,2,"wug",TRUE,"80_50",20,50,2
"574",76,1,"gazzer",TRUE,"80_50",20,50,2
"575",76,1,"toma",TRUE,"80_50",20,50,2
"576",76,2,"kiv",FALSE,"80_50",20,50,2
"577",77,4,"gazzer",TRUE,"80_50",20,50,0.5
"578",77,1,"kreeb",FALSE,"80_50",20,50,0.5
"579",77,1,"wug",FALSE,"80_50",20,50,0.5
"580",77,4,"fep",TRUE,"80_50",20,50,0.5
"581",77,4,"blicket",TRUE,"80_50",20,50,0.5
"582",77,1,"manu",TRUE,"80_50",20,50,0.5
"583",77,2,"dax",TRUE,"80_50",20,50,0.5
"584",77,2,"toma",TRUE,"80_50",20,50,0.5
"585",77,2,"kiv",TRUE,"80_50",20,50,0.5
"586",78,2,"dax",TRUE,"100_30",0,70,2
"587",78,4,"blicket",FALSE,"100_30",0,70,2
"588",78,2,"manu",TRUE,"100_30",0,70,2
"589",78,1,"kiv",TRUE,"100_30",0,70,2
"590",78,1,"gazzer",FALSE,"100_30",0,70,2
"591",78,4,"fep",TRUE,"100_30",0,70,2
"592",78,4,"kreeb",TRUE,"100_30",0,70,2
"593",78,1,"toma",TRUE,"100_30",0,70,2
"594",78,2,"wug",TRUE,"100_30",0,70,2
"595",79,1,"kreeb",FALSE,"80_50",20,50,0
"596",79,2,"gazzer",TRUE,"80_50",20,50,0
"597",79,4,"blicket",TRUE,"80_50",20,50,0
"598",79,1,"wug",TRUE,"80_50",20,50,0
"599",79,1,"kiv",FALSE,"80_50",20,50,0
"600",79,4,"fep",TRUE,"80_50",20,50,0
"601",79,4,"toma",TRUE,"80_50",20,50,0
"602",79,2,"manu",FALSE,"80_50",20,50,0
"603",79,2,"dax",TRUE,"80_50",20,50,0
"604",80,2,"fep",TRUE,"100_30",0,70,0
"605",80,1,"toma",TRUE,"100_30",0,70,0
"606",80,4,"wug",TRUE,"100_30",0,70,0
"607",80,1,"manu",TRUE,"100_30",0,70,0
"608",80,4,"dax",TRUE,"100_30",0,70,0
"609",80,1,"blicket",TRUE,"100_30",0,70,0
"610",80,2,"gazzer",TRUE,"100_30",0,70,0
"611",80,4,"kreeb",TRUE,"100_30",0,70,0
"612",80,2,"kiv",TRUE,"100_30",0,70,0
"613",81,2,"fep",FALSE,"80_50",20,50,0.5
"614",81,4,"gazzer",TRUE,"80_50",20,50,0.5
"615",81,2,"kiv",FALSE,"80_50",20,50,0.5
"616",81,1,"manu",FALSE,"80_50",20,50,0.5
"617",81,1,"kreeb",FALSE,"80_50",20,50,0.5
"618",81,4,"dax",TRUE,"80_50",20,50,0.5
"619",81,2,"blicket",FALSE,"80_50",20,50,0.5
"620",81,4,"wug",TRUE,"80_50",20,50,0.5
"621",81,1,"toma",TRUE,"80_50",20,50,0.5
"622",82,4,"blicket",TRUE,"100_30",0,70,0
"623",82,2,"kiv",TRUE,"100_30",0,70,0
"624",82,2,"gazzer",TRUE,"100_30",0,70,0
"625",82,1,"fep",FALSE,"100_30",0,70,0
"626",82,4,"toma",FALSE,"100_30",0,70,0
"627",82,1,"wug",FALSE,"100_30",0,70,0
"628",82,1,"kreeb",FALSE,"100_30",0,70,0
"629",82,4,"manu",TRUE,"100_30",0,70,0
"630",82,2,"dax",FALSE,"100_30",0,70,0
"631",83,2,"wug",TRUE,"100_30",0,70,0
"632",83,1,"dax",TRUE,"100_30",0,70,0
"633",83,2,"manu",TRUE,"100_30",0,70,0
"634",83,4,"kreeb",TRUE,"100_30",0,70,0
"635",83,1,"toma",TRUE,"100_30",0,70,0
"636",83,4,"kiv",TRUE,"100_30",0,70,0
"637",83,2,"fep",TRUE,"100_30",0,70,0
"638",83,1,"gazzer",TRUE,"100_30",0,70,0
"639",83,4,"blicket",TRUE,"100_30",0,70,0
"640",84,1,"wug",TRUE,"80_50",20,50,0.5
"641",84,1,"kreeb",TRUE,"80_50",20,50,0.5
"642",84,2,"kiv",TRUE,"80_50",20,50,0.5
"643",84,1,"gazzer",FALSE,"80_50",20,50,0.5
"644",84,2,"blicket",TRUE,"80_50",20,50,0.5
"645",84,4,"fep",TRUE,"80_50",20,50,0.5
"646",84,4,"toma",TRUE,"80_50",20,50,0.5
"647",84,2,"manu",TRUE,"80_50",20,50,0.5
"648",84,4,"dax",TRUE,"80_50",20,50,0.5
"649",86,4,"wug",TRUE,"100_30",0,70,0.5
"650",86,1,"dax",FALSE,"100_30",0,70,0.5
"651",86,2,"kiv",FALSE,"100_30",0,70,0.5
"652",86,2,"toma",TRUE,"100_30",0,70,0.5
"653",86,2,"blicket",FALSE,"100_30",0,70,0.5
"654",86,1,"gazzer",FALSE,"100_30",0,70,0.5
"655",86,4,"manu",TRUE,"100_30",0,70,0.5
"656",86,1,"kreeb",FALSE,"100_30",0,70,0.5
"657",86,4,"fep",TRUE,"100_30",0,70,0.5
"658",87,2,"gazzer",TRUE,"100_30",0,70,0.5
"659",87,2,"fep",TRUE,"100_30",0,70,0.5
"660",87,4,"wug",TRUE,"100_30",0,70,0.5
"661",87,1,"manu",FALSE,"100_30",0,70,0.5
"662",87,1,"blicket",FALSE,"100_30",0,70,0.5
"663",87,4,"kreeb",FALSE,"100_30",0,70,0.5
"664",87,1,"kiv",FALSE,"100_30",0,70,0.5
"665",87,4,"dax",FALSE,"100_30",0,70,0.5
"666",87,2,"toma",TRUE,"100_30",0,70,0.5
"667",88,4,"wug",TRUE,"100_30",0,70,0.5
"668",88,2,"manu",TRUE,"100_30",0,70,0.5
"669",88,4,"kiv",TRUE,"100_30",0,70,0.5
"670",88,1,"blicket",FALSE,"100_30",0,70,0.5
"671",88,1,"fep",TRUE,"100_30",0,70,0.5
"672",88,2,"kreeb",TRUE,"100_30",0,70,0.5
"673",88,1,"toma",FALSE,"100_30",0,70,0.5
"674",88,4,"gazzer",TRUE,"100_30",0,70,0.5
"675",88,2,"dax",TRUE,"100_30",0,70,0.5
"676",90,4,"manu",TRUE,"100_30",0,70,0.5
"677",90,2,"fep",FALSE,"100_30",0,70,0.5
"678",90,1,"wug",FALSE,"100_30",0,70,0.5
"679",90,4,"kiv",TRUE,"100_30",0,70,0.5
"680",90,2,"gazzer",TRUE,"100_30",0,70,0.5
"681",90,1,"toma",TRUE,"100_30",0,70,0.5
"682",90,2,"blicket",TRUE,"100_30",0,70,0.5
"683",90,1,"kreeb",FALSE,"100_30",0,70,0.5
"684",90,4,"dax",TRUE,"100_30",0,70,0.5
"685",91,2,"kiv",TRUE,"100_30",0,70,2
"686",91,1,"dax",TRUE,"100_30",0,70,2
"687",91,1,"manu",TRUE,"100_30",0,70,2
"688",91,2,"fep",TRUE,"100_30",0,70,2
"689",91,1,"kreeb",FALSE,"100_30",0,70,2
"690",91,2,"toma",TRUE,"100_30",0,70,2
"691",91,4,"gazzer",TRUE,"100_30",0,70,2
"692",91,4,"blicket",TRUE,"100_30",0,70,2
"693",91,4,"wug",TRUE,"100_30",0,70,2
"694",92,2,"manu",TRUE,"80_50",20,50,0
"695",92,4,"fep",TRUE,"80_50",20,50,0
"696",92,4,"blicket",TRUE,"80_50",20,50,0
"697",92,2,"wug",TRUE,"80_50",20,50,0
"698",92,1,"toma",FALSE,"80_50",20,50,0
"699",92,1,"dax",TRUE,"80_50",20,50,0
"700",92,4,"gazzer",TRUE,"80_50",20,50,0
"701",92,1,"kiv",FALSE,"80_50",20,50,0
"702",92,2,"kreeb",FALSE,"80_50",20,50,0
"703",93,2,"kreeb",TRUE,"100_30",0,70,0.5
"704",93,2,"toma",TRUE,"100_30",0,70,0.5
"705",93,2,"kiv",FALSE,"100_30",0,70,0.5
"706",93,1,"wug",TRUE,"100_30",0,70,0.5
"707",93,1,"blicket",TRUE,"100_30",0,70,0.5
"708",93,4,"gazzer",TRUE,"100_30",0,70,0.5
"709",93,4,"manu",TRUE,"100_30",0,70,0.5
"710",93,1,"fep",TRUE,"100_30",0,70,0.5
"711",93,4,"dax",TRUE,"100_30",0,70,0.5
"712",94,1,"fep",TRUE,"80_50",20,50,2
"713",94,4,"dax",TRUE,"80_50",20,50,2
"714",94,2,"kreeb",FALSE,"80_50",20,50,2
"715",94,1,"gazzer",FALSE,"80_50",20,50,2
"716",94,4,"wug",TRUE,"80_50",20,50,2
"717",94,2,"toma",TRUE,"80_50",20,50,2
"718",94,2,"manu",TRUE,"80_50",20,50,2
"719",94,4,"kiv",TRUE,"80_50",20,50,2
"720",94,1,"blicket",FALSE,"80_50",20,50,2
"721",95,2,"fep",TRUE,"80_50",20,50,0.5
"722",95,4,"gazzer",TRUE,"80_50",20,50,0.5
"723",95,4,"wug",TRUE,"80_50",20,50,0.5
"724",95,2,"toma",TRUE,"80_50",20,50,0.5
"725",95,1,"blicket",TRUE,"80_50",20,50,0.5
"726",95,1,"dax",TRUE,"80_50",20,50,0.5
"727",95,2,"kiv",TRUE,"80_50",20,50,0.5
"728",95,1,"manu",TRUE,"80_50",20,50,0.5
"729",95,4,"kreeb",TRUE,"80_50",20,50,0.5
"730",96,1,"gazzer",TRUE,"80_50",20,50,2
"731",96,2,"manu",TRUE,"80_50",20,50,2
"732",96,4,"dax",TRUE,"80_50",20,50,2
"733",96,1,"toma",FALSE,"80_50",20,50,2
"734",96,4,"blicket",TRUE,"80_50",20,50,2
"735",96,2,"fep",TRUE,"80_50",20,50,2
"736",96,1,"wug",FALSE,"80_50",20,50,2
"737",96,2,"kiv",TRUE,"80_50",20,50,2
"738",96,4,"kreeb",TRUE,"80_50",20,50,2
"739",97,4,"dax",FALSE,"100_30",0,70,0
"740",97,1,"kiv",TRUE,"100_30",0,70,0
"741",97,1,"gazzer",FALSE,"100_30",0,70,0
"742",97,1,"manu",FALSE,"100_30",0,70,0
"743",97,2,"wug",FALSE,"100_30",0,70,0
"744",97,2,"blicket",FALSE,"100_30",0,70,0
"745",97,2,"kreeb",FALSE,"100_30",0,70,0
"746",97,4,"toma",TRUE,"100_30",0,70,0
"747",97,4,"fep",FALSE,"100_30",0,70,0
"748",98,4,"manu",TRUE,"100_30",0,70,2
"749",98,2,"kiv",TRUE,"100_30",0,70,2
"750",98,4,"wug",TRUE,"100_30",0,70,2
"751",98,4,"dax",TRUE,"100_30",0,70,2
"752",98,1,"gazzer",FALSE,"100_30",0,70,2
"753",98,2,"fep",TRUE,"100_30",0,70,2
"754",98,1,"kreeb",TRUE,"100_30",0,70,2
"755",98,2,"blicket",TRUE,"100_30",0,70,2
"756",98,1,"toma",TRUE,"100_30",0,70,2
"757",99,4,"fep",TRUE,"80_50",20,50,2
"758",99,4,"toma",TRUE,"80_50",20,50,2
"759",99,2,"manu",TRUE,"80_50",20,50,2
"760",99,1,"kiv",FALSE,"80_50",20,50,2
"761",99,4,"kreeb",FALSE,"80_50",20,50,2
"762",99,2,"wug",FALSE,"80_50",20,50,2
"763",99,1,"blicket",TRUE,"80_50",20,50,2
"764",99,2,"dax",FALSE,"80_50",20,50,2
"765",99,1,"gazzer",FALSE,"80_50",20,50,2
"766",100,1,"manu",FALSE,"80_50",20,50,2
"767",100,2,"fep",FALSE,"80_50",20,50,2
"768",100,2,"toma",TRUE,"80_50",20,50,2
"769",100,4,"gazzer",TRUE,"80_50",20,50,2
"770",100,4,"kreeb",TRUE,"80_50",20,50,2
"771",100,4,"dax",TRUE,"80_50",20,50,2
"772",100,1,"blicket",TRUE,"80_50",20,50,2
"773",100,2,"kiv",FALSE,"80_50",20,50,2
"774",100,1,"wug",TRUE,"80_50",20,50,2
"775",101,4,"toma",TRUE,"80_50",20,50,0
"776",101,2,"manu",TRUE,"80_50",20,50,0
"777",101,4,"blicket",TRUE,"80_50",20,50,0
"778",101,1,"wug",TRUE,"80_50",20,50,0
"779",101,1,"dax",TRUE,"80_50",20,50,0
"780",101,2,"kiv",TRUE,"80_50",20,50,0
"781",101,4,"kreeb",TRUE,"80_50",20,50,0
"782",101,1,"fep",TRUE,"80_50",20,50,0
"783",101,2,"gazzer",TRUE,"80_50",20,50,0
"784",102,1,"toma",TRUE,"80_50",20,50,0
"785",102,1,"fep",TRUE,"80_50",20,50,0
"786",102,1,"blicket",FALSE,"80_50",20,50,0
"787",102,2,"gazzer",TRUE,"80_50",20,50,0
"788",102,4,"kreeb",TRUE,"80_50",20,50,0
"789",102,2,"kiv",TRUE,"80_50",20,50,0
"790",102,4,"dax",TRUE,"80_50",20,50,0
"791",102,4,"wug",TRUE,"80_50",20,50,0
"792",102,2,"manu",TRUE,"80_50",20,50,0
"793",103,2,"kreeb",FALSE,"80_50",20,50,0
"794",103,4,"wug",TRUE,"80_50",20,50,0
"795",103,4,"blicket",TRUE,"80_50",20,50,0
"796",103,2,"kiv",FALSE,"80_50",20,50,0
"797",103,2,"gazzer",FALSE,"80_50",20,50,0
"798",103,4,"manu",TRUE,"80_50",20,50,0
"799",103,1,"fep",TRUE,"80_50",20,50,0
"800",103,1,"toma",FALSE,"80_50",20,50,0
"801",103,1,"dax",FALSE,"80_50",20,50,0
"802",106,1,"kiv",TRUE,"100_30",0,70,0.5
"803",106,1,"fep",FALSE,"100_30",0,70,0.5
"804",106,4,"gazzer",TRUE,"100_30",0,70,0.5
"805",106,2,"dax",TRUE,"100_30",0,70,0.5
"806",106,4,"manu",TRUE,"100_30",0,70,0.5
"807",106,2,"wug",TRUE,"100_30",0,70,0.5
"808",106,2,"toma",TRUE,"100_30",0,70,0.5
"809",106,4,"kreeb",TRUE,"100_30",0,70,0.5
"810",106,1,"blicket",TRUE,"100_30",0,70,0.5
"811",107,1,"toma",TRUE,"80_50",20,50,0
"812",107,4,"wug",TRUE,"80_50",20,50,0
"813",107,1,"kiv",TRUE,"80_50",20,50,0
"814",107,4,"kreeb",TRUE,"80_50",20,50,0
"815",107,1,"blicket",TRUE,"80_50",20,50,0
"816",107,4,"gazzer",TRUE,"80_50",20,50,0
"817",107,2,"dax",TRUE,"80_50",20,50,0
"818",107,2,"fep",TRUE,"80_50",20,50,0
"819",107,2,"manu",TRUE,"80_50",20,50,0
"820",109,2,"wug",TRUE,"80_50",20,50,2
"821",109,2,"gazzer",TRUE,"80_50",20,50,2
"822",109,1,"manu",TRUE,"80_50",20,50,2
"823",109,2,"blicket",TRUE,"80_50",20,50,2
"824",109,4,"fep",TRUE,"80_50",20,50,2
"825",109,1,"kreeb",TRUE,"80_50",20,50,2
"826",109,4,"dax",TRUE,"80_50",20,50,2
"827",109,1,"toma",TRUE,"80_50",20,50,2
"828",109,4,"kiv",TRUE,"80_50",20,50,2
"829",110,2,"gazzer",FALSE,"80_50",20,50,2
"830",110,1,"blicket",TRUE,"80_50",20,50,2
"831",110,4,"toma",TRUE,"80_50",20,50,2
"832",110,1,"kiv",FALSE,"80_50",20,50,2
"833",110,2,"wug",FALSE,"80_50",20,50,2
"834",110,1,"dax",FALSE,"80_50",20,50,2
"835",110,4,"manu",TRUE,"80_50",20,50,2
"836",110,4,"fep",TRUE,"80_50",20,50,2
"837",110,2,"kreeb",FALSE,"80_50",20,50,2
"838",111,1,"gazzer",FALSE,"100_30",0,70,2
"839",111,2,"blicket",TRUE,"100_30",0,70,2
"840",111,2,"manu",TRUE,"100_30",0,70,2
"841",111,4,"kreeb",TRUE,"100_30",0,70,2
"842",111,1,"toma",FALSE,"100_30",0,70,2
"843",111,2,"dax",FALSE,"100_30",0,70,2
"844",111,4,"kiv",TRUE,"100_30",0,70,2
"845",111,4,"wug",TRUE,"100_30",0,70,2
"846",111,1,"fep",FALSE,"100_30",0,70,2
"847",112,1,"kiv",FALSE,"100_30",0,70,0
"848",112,2,"dax",TRUE,"100_30",0,70,0
"849",112,2,"toma",FALSE,"100_30",0,70,0
"850",112,4,"kreeb",FALSE,"100_30",0,70,0
"851",112,1,"manu",FALSE,"100_30",0,70,0
"852",112,1,"gazzer",FALSE,"100_30",0,70,0
"853",112,4,"wug",TRUE,"100_30",0,70,0
"854",112,4,"blicket",TRUE,"100_30",0,70,0
"855",112,2,"fep",FALSE,"100_30",0,70,0
"856",113,2,"kreeb",TRUE,"100_30",0,70,0.5
"857",113,1,"wug",TRUE,"100_30",0,70,0.5
"858",113,4,"dax",TRUE,"100_30",0,70,0.5
"859",113,1,"fep",TRUE,"100_30",0,70,0.5
"860",113,2,"gazzer",TRUE,"100_30",0,70,0.5
"861",113,4,"kiv",TRUE,"100_30",0,70,0.5
"862",113,2,"manu",TRUE,"100_30",0,70,0.5
"863",113,4,"toma",TRUE,"100_30",0,70,0.5
"864",113,1,"blicket",TRUE,"100_30",0,70,0.5
"865",114,4,"manu",TRUE,"80_50",20,50,0.5
"866",114,1,"dax",TRUE,"80_50",20,50,0.5
"867",114,2,"toma",TRUE,"80_50",20,50,0.5
"868",114,2,"blicket",TRUE,"80_50",20,50,0.5
"869",114,1,"wug",FALSE,"80_50",20,50,0.5
"870",114,1,"fep",FALSE,"80_50",20,50,0.5
"871",114,4,"kiv",TRUE,"80_50",20,50,0.5
"872",114,4,"gazzer",TRUE,"80_50",20,50,0.5
"873",114,2,"kreeb",TRUE,"80_50",20,50,0.5
"874",115,1,"blicket",FALSE,"100_30",0,70,0
"875",115,2,"fep",FALSE,"100_30",0,70,0
"876",115,2,"wug",FALSE,"100_30",0,70,0
"877",115,4,"gazzer",FALSE,"100_30",0,70,0
"878",115,1,"manu",TRUE,"100_30",0,70,0
"879",115,4,"kreeb",TRUE,"100_30",0,70,0
"880",115,4,"dax",FALSE,"100_30",0,70,0
"881",115,1,"kiv",FALSE,"100_30",0,70,0
"882",115,2,"toma",FALSE,"100_30",0,70,0
"883",117,1,"kreeb",FALSE,"80_50",20,50,2
"884",117,2,"wug",TRUE,"80_50",20,50,2
"885",117,4,"gazzer",TRUE,"80_50",20,50,2
"886",117,2,"manu",TRUE,"80_50",20,50,2
"887",117,2,"fep",TRUE,"80_50",20,50,2
"888",117,1,"blicket",FALSE,"80_50",20,50,2
"889",117,4,"dax",TRUE,"80_50",20,50,2
"890",117,4,"toma",TRUE,"80_50",20,50,2
"891",117,1,"kiv",TRUE,"80_50",20,50,2
"892",118,4,"fep",TRUE,"80_50",20,50,0
"893",118,1,"gazzer",TRUE,"80_50",20,50,0
"894",118,2,"kreeb",FALSE,"80_50",20,50,0
"895",118,2,"blicket",TRUE,"80_50",20,50,0
"896",118,4,"manu",TRUE,"80_50",20,50,0
"897",118,2,"wug",FALSE,"80_50",20,50,0
"898",118,1,"dax",FALSE,"80_50",20,50,0
"899",118,1,"toma",FALSE,"80_50",20,50,0
"900",118,4,"kiv",TRUE,"80_50",20,50,0
"901",119,1,"wug",TRUE,"100_30",0,70,2
"902",119,1,"kiv",TRUE,"100_30",0,70,2
"903",119,4,"manu",TRUE,"100_30",0,70,2
"904",119,2,"blicket",TRUE,"100_30",0,70,2
"905",119,4,"fep",TRUE,"100_30",0,70,2
"906",119,2,"gazzer",TRUE,"100_30",0,70,2
"907",119,1,"kreeb",TRUE,"100_30",0,70,2
"908",119,2,"dax",TRUE,"100_30",0,70,2
"909",119,4,"toma",TRUE,"100_30",0,70,2
"910",120,1,"kiv",TRUE,"100_30",0,70,0
"911",120,2,"manu",TRUE,"100_30",0,70,0
"912",120,4,"fep",TRUE,"100_30",0,70,0
"913",120,4,"toma",TRUE,"100_30",0,70,0
"914",120,2,"blicket",TRUE,"100_30",0,70,0
"915",120,1,"kreeb",TRUE,"100_30",0,70,0
"916",120,2,"dax",TRUE,"100_30",0,70,0
"917",120,4,"gazzer",TRUE,"100_30",0,70,0
"918",120,1,"wug",TRUE,"100_30",0,70,0
"919",121,1,"kreeb",FALSE,"80_50",20,50,0
"920",121,4,"fep",TRUE,"80_50",20,50,0
"921",121,4,"dax",TRUE,"80_50",20,50,0
"922",121,4,"blicket",TRUE,"80_50",20,50,0
"923",121,1,"gazzer",FALSE,"80_50",20,50,0
"924",121,2,"wug",TRUE,"80_50",20,50,0
"925",121,1,"kiv",FALSE,"80_50",20,50,0
"926",121,2,"toma",TRUE,"80_50",20,50,0
"927",121,2,"manu",TRUE,"80_50",20,50,0
"928",122,1,"dax",TRUE,"100_30",0,70,0.5
"929",122,4,"kreeb",TRUE,"100_30",0,70,0.5
"930",122,4,"fep",TRUE,"100_30",0,70,0.5
"931",122,2,"kiv",FALSE,"100_30",0,70,0.5
"932",122,1,"gazzer",FALSE,"100_30",0,70,0.5
"933",122,1,"blicket",TRUE,"100_30",0,70,0.5
"934",122,4,"wug",TRUE,"100_30",0,70,0.5
"935",122,2,"toma",TRUE,"100_30",0,70,0.5
"936",122,2,"manu",TRUE,"100_30",0,70,0.5
"937",123,2,"blicket",FALSE,"80_50",20,50,0.5
"938",123,2,"toma",FALSE,"80_50",20,50,0.5
"939",123,1,"kiv",FALSE,"80_50",20,50,0.5
"940",123,1,"wug",FALSE,"80_50",20,50,0.5
"941",123,4,"kreeb",TRUE,"80_50",20,50,0.5
"942",123,1,"fep",TRUE,"80_50",20,50,0.5
"943",123,4,"gazzer",TRUE,"80_50",20,50,0.5
"944",123,4,"dax",TRUE,"80_50",20,50,0.5
"945",123,2,"manu",TRUE,"80_50",20,50,0.5
"946",124,1,"dax",TRUE,"80_50",20,50,0.5
"947",124,2,"blicket",TRUE,"80_50",20,50,0.5
"948",124,4,"kreeb",TRUE,"80_50",20,50,0.5
"949",124,2,"fep",TRUE,"80_50",20,50,0.5
"950",124,2,"manu",TRUE,"80_50",20,50,0.5
"951",124,4,"toma",TRUE,"80_50",20,50,0.5
"952",124,1,"kiv",TRUE,"80_50",20,50,0.5
"953",124,4,"gazzer",TRUE,"80_50",20,50,0.5
"954",124,1,"wug",FALSE,"80_50",20,50,0.5
"955",125,2,"dax",TRUE,"80_50",20,50,0
"956",125,2,"gazzer",TRUE,"80_50",20,50,0
"957",125,1,"manu",TRUE,"80_50",20,50,0
"958",125,2,"toma",TRUE,"80_50",20,50,0
"959",125,4,"kiv",TRUE,"80_50",20,50,0
"960",125,4,"fep",FALSE,"80_50",20,50,0
"961",125,1,"kreeb",FALSE,"80_50",20,50,0
"962",125,4,"wug",FALSE,"80_50",20,50,0
"963",125,1,"blicket",FALSE,"80_50",20,50,0
"964",126,4,"toma",TRUE,"100_30",0,70,0.5
"965",126,1,"kiv",TRUE,"100_30",0,70,0.5
"966",126,1,"dax",TRUE,"100_30",0,70,0.5
"967",126,1,"kreeb",TRUE,"100_30",0,70,0.5
"968",126,4,"gazzer",TRUE,"100_30",0,70,0.5
"969",126,2,"blicket",TRUE,"100_30",0,70,0.5
"970",126,2,"wug",TRUE,"100_30",0,70,0.5
"971",126,4,"manu",TRUE,"100_30",0,70,0.5
"972",126,2,"fep",TRUE,"100_30",0,70,0.5
"973",128,2,"gazzer",TRUE,"100_30",0,70,2
"974",128,2,"manu",TRUE,"100_30",0,70,2
"975",128,2,"kreeb",TRUE,"100_30",0,70,2
"976",128,1,"toma",FALSE,"100_30",0,70,2
"977",128,1,"fep",FALSE,"100_30",0,70,2
"978",128,4,"wug",FALSE,"100_30",0,70,2
"979",128,4,"blicket",TRUE,"100_30",0,70,2
"980",128,1,"kiv",FALSE,"100_30",0,70,2
