"","ldf_num","phase","condition","trialnum","score","partnerVocab","targetObjectName","exposureRate","realLabel","method","typedLabel","adjLabel","clickedObject","responseCorrect","partnerSelection","timestamp","duration","testCorrect","trueClickPoints","trueLabelPoints","toBeDropped","appearance","manipFail","usedEnglishLabels","utilityCondition","partnersExposure","estimatedProb","predictions"
"1",1,"game","100_30",1,30,"character(0)","2002-600.jpg",1,"manu","point",NA,"","manu",1,"2002-600.jpg","16:04:01",21851,0,30,100,0,1,0,0,"100_30",0,0.394242722207185,"point"
"2",1,"game","100_30",2,30,"c(""dax"", ""2005-600.jpg"")","2005-600.jpg",2,"dax","teach","dax","dax","dax",1,"2005-600.jpg","16:04:21",14411,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"point"
"3",1,"game","100_30",3,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"")","2002-600.jpg",1,"manu","teach","manu","manu","manu",1,"2002-600.jpg","16:04:34",7930,0,30,100,0,2,0,0,"100_30",0,0.394242722207185,"point"
"4",1,"game","100_30",4,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"")","2009-600.jpg",1,"kiv","teach","kiv","kiv","kiv",1,"2009-600.jpg","16:04:45",7001,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"teach"
"5",1,"game","100_30",5,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"")","2023-600.jpg",2,"toma","teach","toma","toma","toma",1,"2023-600.jpg","16:05:00",10474,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"teach"
"6",1,"game","100_30",6,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"")","2056-600.jpg",4,"blicket","teach","blicket","blicket","blicket",1,"2056-600.jpg","16:05:10",5866,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"teach"
"7",1,"game","100_30",7,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"")","2001-600.jpg",1,"wug","teach","wug","wug","wug",1,"2001-600.jpg","16:05:22",6193,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"teach"
"8",1,"game","100_30",8,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"")","2025-600.jpg",2,"fep","point",NA,"","fep",1,"2025-600.jpg","16:05:30",4024,0,30,100,0,1,0,0,"100_30",0,0.394242722207185,"point"
"9",1,"game","100_30",9,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"")","2001-600.jpg",1,"wug","teach","wug","wug","wug",1,"2001-600.jpg","16:05:39",5768,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"speak"
"10",1,"game","100_30",10,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"")","2002-600.jpg",1,"manu","speak","manu","manu",NA,1,"2002-600.jpg","16:05:52",7811,0,30,100,0,3,0,0,"100_30",0,0.394242722207185,"point"
"11",1,"game","100_30",11,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"")","2007-600.jpg",4,"gazzer","teach","gazzer","gazzer","gazzer",1,"2007-600.jpg","16:06:03",6761,1,30,100,0,1,0,0,"100_30",0,0.394242722207185,"teach"
"12",1,"game","100_30",12,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","teach","kreeb","kreeb","kreeb",1,"2006-600.jpg","16:06:17",7848,0,30,100,0,1,0,0,"100_30",0,0.394242722207185,"point"
"13",1,"game","100_30",13,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2023-600.jpg",2,"toma","speak","toma","toma",NA,1,"2023-600.jpg","16:06:26",4730,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"speak"
"14",1,"game","100_30",14,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2056-600.jpg",4,"blicket","speak","blicket","blicket",NA,1,"2056-600.jpg","16:06:37",7233,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"speak"
"15",1,"game","100_30",15,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","speak","kreeb","kreeb",NA,1,"2006-600.jpg","16:06:45",5098,0,30,100,0,2,0,0,"100_30",0,0.394242722207185,"point"
"16",1,"game","100_30",16,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2007-600.jpg",4,"gazzer","speak","gazzer","gazzer",NA,1,"2007-600.jpg","16:06:52",4210,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"speak"
"17",1,"game","100_30",17,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2025-600.jpg",2,"fep","point",NA,"","fep",1,"2025-600.jpg","16:07:02",3464,0,30,100,0,2,0,0,"100_30",0,0.394242722207185,"point"
"18",1,"game","100_30",18,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2023-600.jpg",2,"toma","speak","toma","toma",NA,1,"2023-600.jpg","16:07:12",5434,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"speak"
"19",1,"game","100_30",19,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2056-600.jpg",4,"blicket","speak","blicket","blicket",NA,1,"2056-600.jpg","16:07:22",5168,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"speak"
"20",1,"game","100_30",20,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2009-600.jpg",1,"kiv","teach","kiv","kiv","kiv",1,"2009-600.jpg","16:07:32",6993,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"speak"
"21",1,"game","100_30",21,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","speak","kreeb","kreeb",NA,1,"2006-600.jpg","16:07:44",6634,0,30,100,0,3,0,0,"100_30",0,0.394242722207185,"point"
"22",1,"game","100_30",22,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2001-600.jpg",1,"wug","speak","wug","wug",NA,1,"2001-600.jpg","16:07:53",3872,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"speak"
"23",1,"game","100_30",23,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2025-600.jpg",2,"fep","point",NA,"","fep",1,"2025-600.jpg","16:07:59",3064,0,30,100,0,3,0,0,"100_30",0,0.394242722207185,"point"
"24",1,"game","100_30",24,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2005-600.jpg",2,"dax","teach","dax","dax","dax",1,"2005-600.jpg","16:08:11",9050,1,30,100,0,2,0,0,"100_30",0,0.394242722207185,"teach"
"25",1,"game","100_30",25,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2009-600.jpg",1,"kiv","speak","kiv","kiv",NA,1,"2009-600.jpg","16:08:20",4681,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"speak"
"26",1,"game","100_30",26,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2007-600.jpg",4,"gazzer","speak","gazzer","gazzer",NA,1,"2007-600.jpg","16:08:29",5176,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"speak"
"27",1,"game","100_30",27,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2005-600.jpg",2,"dax","speak","dax","dax",NA,1,"2005-600.jpg","16:08:38",4872,1,30,100,0,3,0,0,"100_30",0,0.394242722207185,"teach"
"28",2,"game","100_30",1,30,"character(0)","2009-600.jpg",4,"kiv","point",NA,"","kiv",1,"2009-600.jpg","14:35:52",37197,0,30,100,0,1,0,0,"100_30",0,0.4916812170696,"point"
"29",2,"game","100_30",2,30,"character(0)","2007-600.jpg",1,"dax","point",NA,"","dax",1,"2007-600.jpg","14:36:27",28787,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"teach"
"30",2,"game","100_30",3,30,"character(0)","2025-600.jpg",2,"wug","point",NA,"","wug",1,"2025-600.jpg","14:36:34",3928,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"teach"
"31",2,"game","100_30",4,30,"character(0)","2001-600.jpg",2,"fep","point",NA,"","fep",1,"2001-600.jpg","14:36:40",3581,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"teach"
"32",2,"game","100_30",5,30,"character(0)","2002-600.jpg",4,"toma","point",NA,"","toma",1,"2002-600.jpg","14:36:47",2941,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"point"
"33",2,"game","100_30",6,30,"character(0)","2023-600.jpg",1,"gazzer","point",NA,"","gazzer",1,"2023-600.jpg","14:36:56",3164,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"point"
"34",2,"game","100_30",7,30,"c(""toma"", ""2002-600.jpg"")","2002-600.jpg",4,"toma","teach","toma","toma","toma",1,"2002-600.jpg","14:37:14",14427,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"teach"
"35",2,"game","100_30",8,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2006-600.jpg",4,"blicket","teach","blicket","blicket","blicket",1,"2006-600.jpg","14:37:28",9414,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"teach"
"36",2,"game","100_30",9,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2005-600.jpg",1,"kreeb","point",NA,"","kreeb",1,"2005-600.jpg","14:37:37",4692,0,30,100,0,1,0,0,"100_30",0,0.4916812170696,"point"
"37",2,"game","100_30",10,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2023-600.jpg",1,"gazzer","point",NA,"","gazzer",1,"2023-600.jpg","14:37:43",3184,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"point"
"38",2,"game","100_30",11,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2001-600.jpg",2,"fep","point",NA,"","fep",1,"2001-600.jpg","14:37:52",6211,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"speak"
"39",2,"game","100_30",12,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2006-600.jpg",4,"blicket","speak","blicket","blicket",NA,1,"2006-600.jpg","14:38:02",7482,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"speak"
"40",2,"game","100_30",13,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"")","2025-600.jpg",2,"wug","teach","wug","wug","wug",1,"2025-600.jpg","14:38:15",8500,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"speak"
"41",2,"game","100_30",14,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"")","2006-600.jpg",4,"blicket","speak","blicket","blicket",NA,1,"2006-600.jpg","14:38:25",6201,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"42",2,"game","100_30",15,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"")","2007-600.jpg",1,"dax","teach","dax","dax","dax",1,"2007-600.jpg","14:38:42",13308,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"speak"
"43",2,"game","100_30",16,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2009-600.jpg",4,"kiv","teach","kiv","kiv","kiv",1,"2009-600.jpg","14:38:59",11836,0,30,100,0,2,0,0,"100_30",0,0.4916812170696,"point"
"44",2,"game","100_30",17,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2056-600.jpg",2,"manu","point",NA,"","manu",1,"2056-600.jpg","14:39:15",12428,1,30,100,0,1,0,0,"100_30",0,0.4916812170696,"teach"
"45",2,"game","100_30",18,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2002-600.jpg",4,"toma","speak","toma","toma",NA,1,"2002-600.jpg","14:39:26",5808,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"46",2,"game","100_30",19,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"")","2023-600.jpg",1,"gazzer","teach","gazzer","gazzer","gazzer",1,"2023-600.jpg","14:39:41",12660,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"teach"
"47",2,"game","100_30",20,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"")","2005-600.jpg",1,"kreeb","teach","kreeb","kreeb","kreeb",1,"2005-600.jpg","14:39:58",10552,0,30,100,0,2,0,0,"100_30",0,0.4916812170696,"point"
"48",2,"game","100_30",21,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"")","2001-600.jpg",2,"fep","teach","fep","fep","fep",1,"2001-600.jpg","14:40:16",14235,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"49",2,"game","100_30",22,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","teach","manu","manu","manu",1,"2056-600.jpg","14:40:31",12468,1,30,100,0,2,0,0,"100_30",0,0.4916812170696,"speak"
"50",2,"game","100_30",23,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2009-600.jpg",4,"kiv","speak","kiv","kiv",NA,1,"2009-600.jpg","14:40:46",8077,0,30,100,0,3,0,0,"100_30",0,0.4916812170696,"point"
"51",2,"game","100_30",24,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2005-600.jpg",1,"kreeb","speak","kreeb","kreeb",NA,1,"2005-600.jpg","14:40:57",7936,0,30,100,0,3,0,0,"100_30",0,0.4916812170696,"point"
"52",2,"game","100_30",25,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","speak","manu","manu",NA,1,"2056-600.jpg","14:41:11",11144,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"53",2,"game","100_30",26,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2007-600.jpg",1,"dax","speak","dax","dax",NA,1,"2007-600.jpg","14:41:23",8997,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"54",2,"game","100_30",27,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2025-600.jpg",2,"wug","teach","wug","wug","wug",1,"2025-600.jpg","14:41:45",12112,1,30,100,0,3,0,0,"100_30",0,0.4916812170696,"speak"
"55",3,"game","100_30",1,30,"character(0)","2025-600.jpg",2,"wug","point",NA,"","wug",1,"2025-600.jpg","15:46:40",5456,1,30,100,0,1,0,0,"100_30",0,0.445125408590404,"teach"
"56",3,"game","100_30",2,30,"character(0)","2005-600.jpg",2,"blicket","point",NA,"","blicket",1,"2005-600.jpg","15:46:46",3360,0,30,100,0,1,0,0,"100_30",0,0.445125408590404,"point"
"57",3,"game","100_30",3,30,"c(""toma"", ""2002-600.jpg"")","2002-600.jpg",4,"toma","teach","toma","toma","toma",1,"2002-600.jpg","15:46:56",5576,1,30,100,0,1,0,0,"100_30",0,0.445125408590404,"point"
"58",3,"game","100_30",4,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"")","2025-600.jpg",2,"wug","teach","wuz","wug","wug",1,"2025-600.jpg","15:47:03",5208,1,30,100,0,2,0,0,"100_30",0,0.445125408590404,"speak"
"59",3,"game","100_30",5,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"")","2009-600.jpg",4,"fep","teach","zug","wug","fep",1,"2009-600.jpg","15:47:18",11240,1,30,100,0,1,0,0,"100_30",0,0.445125408590404,"teach"
"60",3,"game","100_30",6,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","teach","rar","dax","manu",1,"2056-600.jpg","15:47:27",4855,0,30,100,0,1,0,0,"100_30",0,0.445125408590404,"point"
"61",3,"game","100_30",7,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"")","2005-600.jpg",2,"blicket","teach","weg","wug","blicket",1,"2005-600.jpg","15:47:36",5337,0,30,100,0,2,0,0,"100_30",0,0.445125408590404,"point"
"62",3,"game","100_30",8,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"")","2001-600.jpg",4,"kreeb","teach","kreeb","kreeb","kreeb",1,"2001-600.jpg","15:47:45",7473,1,30,100,0,1,0,0,"100_30",0,0.445125408590404,"teach"
"63",3,"game","100_30",9,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"")","2006-600.jpg",1,"dax","teach","gazz","gazzer","dax",1,"2006-600.jpg","15:47:53",3543,0,30,100,0,1,0,0,"100_30",0,0.445125408590404,"point"
"64",3,"game","100_30",10,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"")","2002-600.jpg",4,"toma","speak","toma","toma",NA,1,"2002-600.jpg","15:47:59",3176,1,30,100,0,2,0,0,"100_30",0,0.445125408590404,"teach"
"65",3,"game","100_30",11,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg",1,"kiv","teach","kager","","kiv",1,"2023-600.jpg","15:48:10",6665,1,30,100,0,1,0,0,"100_30",0,0.445125408590404,"teach"
"66",3,"game","100_30",12,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2025-600.jpg",2,"wug","speak","wuz","wuz",NA,1,"2025-600.jpg","15:48:17",3392,1,30,100,0,3,0,0,"100_30",0,0.445125408590404,"speak"
"67",3,"game","100_30",13,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2006-600.jpg",1,"dax","speak","gazz","gazz",NA,1,"2006-600.jpg","15:48:23",2368,0,30,100,0,2,0,0,"100_30",0,0.445125408590404,"point"
"68",3,"game","100_30",14,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg",1,"kiv","point",NA,"","kiv",1,"2023-600.jpg","15:48:28",2519,1,30,100,0,2,0,0,"100_30",0,0.445125408590404,"speak"
"69",3,"game","100_30",15,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2009-600.jpg",4,"fep","point",NA,"","fep",1,"2009-600.jpg","15:48:33",1707,1,30,100,0,2,0,0,"100_30",0,0.445125408590404,"point"
